signal_id,timestamp,symbol,side,action,order_type,size,price,limit_price,stop_price,reason,indicator_values,market_data,strategy_state,order_id,notes
SIG_20220805_163000_426,2022-08-05 16:30:00,AAPL,BUY,ENTRY,MARKET,100,165.35,,,"EMA crossover: Fast(159.64) > Slow(154.20), RSI=69.2","{""ema_12"": 159.6442591804306, ""ema_26"": 154.1990081791766, ""rsi_14"": 69.16043903013521}","{""open"": 163.21, ""high"": 165.85, ""low"": 163.0, ""close"": 165.35, ""volume"": 56696985.0}",{},,
SIG_20220817_163000_427,2022-08-17 16:30:00,AAPL,SELL,EXIT,MARKET,100,174.55,,,Take profit triggered,"{""ema_12"": 168.2184990703704, ""ema_26"": 161.7547571348449, ""rsi_14"": 76.15759832418661}","{""open"": 172.77, ""high"": 176.15, ""low"": 172.57, ""close"": 174.55, ""volume"": 79542037.0}",{},,
SIG_20220819_163000_428,2022-08-19 16:30:00,AAPL,BUY,ENTRY,MARKET,100,171.52,,,"EMA crossover: Fast(169.50) > Slow(163.33), RSI=67.5","{""ema_12"": 169.49857034032436, ""ema_26"": 163.32826228981904, ""rsi_14"": 67.47817715685103}","{""open"": 173.03, ""high"": 173.74, ""low"": 171.3101, ""close"": 171.52, ""volume"": 70346295.0}",{},,
SIG_20220822_163000_429,2022-08-22 16:30:00,AAPL,SELL,EXIT,MARKET,100,167.57,,,Stop loss triggered,"{""ema_12"": 169.2018672110437, ""ema_26"": 163.64246508316577, ""rsi_14"": 58.094625556427296}","{""open"": 169.69, ""high"": 169.86, ""low"": 167.135, ""close"": 167.57, ""volume"": 69026809.0}",{},,
SIG_20220823_163000_430,2022-08-23 16:30:00,AAPL,BUY,ENTRY,MARKET,100,167.23,,,"EMA crossover: Fast(168.90) > Slow(163.91), RSI=57.4","{""ema_12"": 168.89850302472928, ""ema_26"": 163.9082084103387, ""rsi_14"": 57.355286140693174}","{""open"": 167.08, ""high"": 168.71, ""low"": 166.65, ""close"": 167.23, ""volume"": 54147079.0}",{},,
SIG_20220826_163000_431,2022-08-26 16:30:00,AAPL,SELL,EXIT,MARKET,100,163.62,,,Stop loss triggered,"{""ema_12"": 168.08298021206858, ""ema_26"": 164.53674320030188, ""rsi_14"": 48.87548940454298}","{""open"": 170.57, ""high"": 171.05, ""low"": 163.56, ""close"": 163.62, ""volume"": 78960980.0}",{},,
SIG_20220829_163000_432,2022-08-29 16:30:00,AAPL,BUY,ENTRY,MARKET,100,161.38,,,"EMA crossover: Fast(167.05) > Slow(164.30), RSI=45.3","{""ema_12"": 167.05175248713496, ""ema_26"": 164.3029103706499, ""rsi_14"": 45.28009566009071}","{""open"": 161.145, ""high"": 162.9, ""low"": 159.82, ""close"": 161.38, ""volume"": 73313953.0}",{},,
SIG_20220831_163000_433,2022-08-31 16:30:00,AAPL,SELL,EXIT,MARKET,100,157.22,,,Stop loss triggered,"{""ema_12"": 164.47930207658777, ""ema_26"": 163.40836622998106, ""rsi_14"": 39.31511730188505}","{""open"": 160.305, ""high"": 160.58, ""low"": 157.14, ""close"": 157.22, ""volume"": 87991091.0}",{},,
SIG_20220901_163000_434,2022-09-01 16:30:00,AAPL,BUY,ENTRY,MARKET,100,157.96,,,"EMA crossover: Fast(163.48) > Slow(163.00), RSI=40.9","{""ema_12"": 163.4763325263435, ""ema_26"": 163.00478354627876, ""rsi_14"": 40.873337033884006}","{""open"": 156.64, ""high"": 158.42, ""low"": 154.67, ""close"": 157.96, ""volume"": 74229896.0}",{},,
SIG_20220902_163000_435,2022-09-02 16:30:00,AAPL,SELL,EXIT,MARKET,100,155.81,,,Exit condition met,"{""ema_12"": 162.29689675305988, ""ema_26"": 162.47183661692478, ""rsi_14"": 37.833721411493855}","{""open"": 159.75, ""high"": 160.362, ""low"": 154.965, ""close"": 155.81, ""volume"": 76957768.0}",{},,
