signal_id,timestamp,symbol,side,action,order_type,size,price,limit_price,stop_price,reason,indicator_values,market_data,strategy_state,order_id,notes
SIG_20130328_163000_25,2013-03-28 16:30:00,AAPL,SELL,EXIT,MARKET,6771,15.809267,,,Stop Loss: -2.0%,"{""ema_12"": 16.077536463488983, ""ema_26"": 16.076690266718803, ""rsi_14"": 45.07781740562695}","{""open"": 16.064986, ""high"": 16.13638, ""low"": 15.772131, ""close"": 15.809267, ""volume"": 442982756.0}",{},,
SIG_20130503_163000_26,2013-05-03 16:30:00,AAPL,BUY,ENTRY,MARKET,6674,16.070698,,,"EMA Crossover: EMA(12)=15.34 > EMA(26)=15.29, RSI=62.29","{""ema_12"": 15.3391146644417, ""ema_26"": 15.294162139639008, ""rsi_14"": 62.28929039905615}","{""open"": 16.1182, ""high"": 16.186769, ""low"": 16.041052, ""close"": 16.070698, ""volume"": 361527512.0}",{},,
SIG_20130515_163000_27,2013-05-15 16:30:00,AAPL,SELL,EXIT,MARKET,6674,15.31606,,,Stop Loss: -2.0%,"{""ema_12"": 15.850545936653257, ""ema_26"": 15.666533615381182, ""rsi_14"": 44.69584256967893}","{""open"": 15.684267, ""high"": 15.749984, ""low"": 15.084275, ""close"": 15.31606, ""volume"": 741613220.0}",{},,
SIG_20130718_163000_28,2013-07-18 16:30:00,AAPL,BUY,ENTRY,MARKET,6646,15.419915,,,"EMA Crossover: EMA(12)=15.17 > EMA(26)=15.14, RSI=57.96","{""ema_12"": 15.165183085175274, ""ema_26"": 15.141525638011624, ""rsi_14"": 57.9581359690604}","{""open"": 15.477837, ""high"": 15.53106, ""low"": 15.378917, ""close"": 15.419915, ""volume"": 219043460.0}",{},,
SIG_20130723_163000_29,2013-07-23 16:30:00,AAPL,SELL,EXIT,MARKET,6646,14.963913,,,Stop Loss: -2.0%,"{""ema_12"": 15.143326245957347, ""ema_26"": 15.136356190516263, ""rsi_14"": 45.26004954886579}","{""open"": 15.214271, ""high"": 15.248555, ""low"": 14.953912, ""close"": 14.963913, ""volume"": 369393980.0}",{},,
SIG_20130926_163000_30,2013-09-26 16:30:00,AAPL,BUY,ENTRY,MARKET,5736,17.364982,,,"EMA Crossover: EMA(12)=17.12 > EMA(26)=17.10, RSI=53.75","{""ema_12"": 17.122286317232774, ""ema_26"": 17.103539564192417, ""rsi_14"": 53.75110518275089}","{""open"": 17.357126, ""high"": 17.448556, ""low"": 17.282122, ""close"": 17.364982, ""volume"": 237220940.00000003}",{},,
SIG_20131021_163000_31,2013-10-21 16:30:00,AAPL,SELL,EXIT,MARKET,5736,18.620055,,,Take Profit: +5.0%,"{""ema_12"": 17.83664386499282, ""ema_26"": 17.55681650976855, ""rsi_14"": 70.49758314723972}","{""open"": 18.277482, ""high"": 18.724983, ""low"": 18.268554, ""close"": 18.620055, ""volume"": 398108232.0}",{},,
SIG_20140123_173000_32,2014-01-23 17:30:00,AAPL,BUY,ENTRY,MARKET,5358,19.863552,,,"EMA Crossover: EMA(12)=19.61 > EMA(26)=19.58, RSI=54.94","{""ema_12"": 19.606417462132487, ""ema_26"": 19.584026679679358, ""rsi_14"": 54.94049264853851}","{""open"": 19.640695, ""high"": 19.87498, ""low"": 19.457352, ""close"": 19.863552, ""volume"": 403913784.0}",{},,
SIG_20140128_173000_33,2014-01-28 17:30:00,AAPL,SELL,EXIT,MARKET,5358,18.089268,,,"EMA(12) crosses below EMA(26), Stop Loss: -2.0%","{""ema_12"": 19.368626834819455, ""ema_26"": 19.473383522023575, ""rsi_14"": 33.478042206770525}","{""open"": 18.169982, ""high"": 18.392839, ""low"": 17.931053, ""close"": 18.089268, ""volume"": 1067335388.0}",{},,
SIG_20140219_173000_34,2014-02-19 17:30:00,AAPL,BUY,ENTRY,MARKET,5075,19.191767,,,"EMA Crossover: EMA(12)=19.04 > EMA(26)=19.03, RSI=52.81","{""ema_12"": 19.04406427302788, ""ema_26"": 19.032677133092637, ""rsi_14"": 52.81236138820068}","{""open"": 19.455338, ""high"": 19.531766, ""low"": 19.083909, ""close"": 19.191767, ""volume"": 314217992.0}",{},,
