signal_id,timestamp,symbol,side,action,order_type,size,price,limit_price,stop_price,reason,indicator_values,market_data,strategy_state,order_id,notes
SIG_20110808_163000_11,2011-08-08 16:30:00,MSFT,SELL,EXIT,MARKET,100,24.48,,,EMA crossover detected (Fast: 26.42 < Slow: 26.44),"{""ema_fast"": 26.421743689186354, ""ema_slow"": 26.441570718147037, ""rsi"": 31.777823080245067}","{""open"": 25.02, ""high"": 25.60001, ""low"": 24.39, ""close"": 24.48, ""volume"": 134257120.0}",{},,
SIG_20110907_163000_12,2011-09-07 16:30:00,MSFT,BUY,ENTRY,MARKET,100,26.0,,,"EMA crossover detected (Fast: 25.67 > Slow: 25.64), RSI: 53.08","{""ema_fast"": 25.665794144106357, ""ema_slow"": 25.643056342214894, ""rsi"": 53.075263416639565}","{""open"": 25.69, ""high"": 26.0, ""low"": 25.57001, ""close"": 26.0, ""volume"": 41960912.0}",{},,
SIG_20110927_163000_13,2011-09-27 16:30:00,MSFT,SELL,EXIT,MARKET,100,25.67,,,EMA crossover detected (Fast: 25.89 < Slow: 25.91),"{""ema_fast"": 25.89345138784638, ""ema_slow"": 25.908772373815196, ""rsi"": 47.67029266855381}","{""open"": 25.66, ""high"": 25.92, ""low"": 25.45, ""close"": 25.67, ""volume"": 55623696.0}",{},,
SIG_20111010_163000_14,2011-10-10 16:30:00,MSFT,BUY,ENTRY,MARKET,100,26.94,,,"EMA crossover detected (Fast: 25.92 > Slow: 25.85), RSI: 60.19","{""ema_fast"": 25.92438358849466, ""ema_slow"": 25.853626870689332, ""rsi"": 60.18965807671379}","{""open"": 26.58, ""high"": 26.97, ""low"": 26.47, ""close"": 26.94, ""volume"": 41822240.0}",{},,
SIG_20111117_173000_15,2011-11-17 17:30:00,MSFT,SELL,EXIT,MARKET,100,25.53999,,,EMA crossover detected (Fast: 26.40 < Slow: 26.48),"{""ema_fast"": 26.403932039989435, ""ema_slow"": 26.479927966932625, ""rsi"": 40.34158853472288}","{""open"": 26.00999, ""high"": 26.03999, ""low"": 25.44, ""close"": 25.53999, ""volume"": 70977504.0}",{},,
SIG_20111223_173000_16,2011-12-23 17:30:00,MSFT,BUY,ENTRY,MARKET,100,26.03,,,"EMA crossover detected (Fast: 25.75 > Slow: 25.73), RSI: 54.17","{""ema_fast"": 25.748333630347513, ""ema_slow"": 25.72603734657715, ""rsi"": 54.16674386061625}","{""open"": 25.9101, ""high"": 26.03999, ""low"": 25.73, ""close"": 26.03, ""volume"": 23205776.0}",{},,
SIG_20120410_163000_17,2012-04-10 16:30:00,MSFT,SELL,EXIT,MARKET,100,30.47,,,EMA crossover detected (Fast: 31.61 < Slow: 31.70),"{""ema_fast"": 31.614658586064092, ""ema_slow"": 31.69650375637777, ""rsi"": 33.9606821990883}","{""open"": 31.06, ""high"": 31.19, ""low"": 30.3, ""close"": 30.47, ""volume"": 54137248.0}",{},,
SIG_20120424_163000_18,2012-04-24 16:30:00,MSFT,BUY,ENTRY,MARKET,100,31.92,,,"EMA crossover detected (Fast: 31.57 > Slow: 31.56), RSI: 54.04","{""ema_fast"": 31.5724702218134, ""ema_slow"": 31.55817041075562, ""rsi"": 54.03857247021144}","{""open"": 32.21001, ""high"": 32.52, ""low"": 31.83, ""close"": 31.92, ""volume"": 40871056.0}",{},,
SIG_20120507_163000_19,2012-05-07 16:30:00,MSFT,SELL,EXIT,MARKET,100,30.64999,,,EMA crossover detected (Fast: 31.53 < Slow: 31.60),"{""ema_fast"": 31.53338512705261, ""ema_slow"": 31.59513781478552, ""rsi"": 37.5785872086417}","{""open"": 30.7, ""high"": 30.86, ""low"": 30.57001, ""close"": 30.64999, ""volume"": 48644880.0}",{},,
SIG_20120620_163000_20,2012-06-20 16:30:00,MSFT,BUY,ENTRY,MARKET,100,30.92999,,,"EMA crossover detected (Fast: 29.82 > Slow: 29.81), RSI: 61.58","{""ema_fast"": 29.824504377379686, ""ema_slow"": 29.813876654889402, ""rsi"": 61.58163122587455}","{""open"": 30.92999, ""high"": 31.05, ""low"": 30.64, ""close"": 30.92999, ""volume"": 36257104.0}",{},,
