datetime,symbol,open,high,low,close,volume
2015-08-07 03:00:00,ETHUSD,2.83162,3.52499,2.59042,2.78972,0.0
2015-08-08 03:00:00,ETHUSD,2.78972,2.79795,0.732233,0.804941,0.0
2015-08-09 03:00:00,ETHUSD,0.804941,0.87981,0.631633,0.748064,0.0
2015-08-10 03:00:00,ETHUSD,0.748064,0.748064,0.650267,0.704063,0.0
2015-08-11 03:00:00,ETHUSD,0.704063,1.11791,0.670157,1.05199,0.0
2015-08-12 03:00:00,ETHUSD,1.05199,1.28021,0.93891,1.25885,0.0
2015-08-13 03:00:00,ETHUSD,1.25885,1.93963,1.18044,1.85099,0.0
2015-08-14 03:00:00,ETHUSD,1.85099,2.22679,1.83042,1.83042,0.0
2015-08-15 03:00:00,ETHUSD,1.83042,1.87724,1.59183,1.69197,0.0
2015-08-16 03:00:00,ETHUSD,1.69197,1.69197,1.12694,1.48124,0.0
2015-08-17 03:00:00,ETHUSD,1.48124,1.56603,1.20089,1.20786,0.0
2015-08-18 03:00:00,ETHUSD,1.20786,1.3201,1.11556,1.26834,0.0
2015-08-19 03:00:00,ETHUSD,1.26834,1.31799,1.17195,1.26799,0.0
2015-08-20 03:00:00,ETHUSD,1.26799,1.53046,1.2534,1.49242,0.0
2015-08-21 03:00:00,ETHUSD,1.49242,1.55526,1.39912,1.43348,0.0
2015-08-22 03:00:00,ETHUSD,1.43348,1.47576,1.37198,1.3904,0.0
2015-08-23 03:00:00,ETHUSD,1.3904,1.40365,1.31383,1.3597,0.0
2015-08-24 03:00:00,ETHUSD,1.3597,1.3597,1.25061,1.25061,0.0
2015-08-25 03:00:00,ETHUSD,1.25061,1.25061,1.15005,1.16825,0.0
2015-08-26 03:00:00,ETHUSD,1.16825,1.20108,1.07725,1.16657,0.0
2015-08-27 03:00:00,ETHUSD,1.16657,1.18558,1.14248,1.14248,0.0
2015-08-28 03:00:00,ETHUSD,1.14248,1.20723,1.12382,1.19661,0.0
2015-08-29 03:00:00,ETHUSD,1.19661,1.20657,1.15443,1.18719,0.0
2015-08-30 03:00:00,ETHUSD,1.18719,1.36799,1.17454,1.32773,0.0
2015-08-31 03:00:00,ETHUSD,1.32773,1.38519,1.2119,1.35427,0.0
2015-09-01 03:00:00,ETHUSD,1.35427,1.39274,1.34315,1.35453,0.0
2015-09-02 03:00:00,ETHUSD,1.35453,1.35453,1.28206,1.28978,0.0
2015-09-03 03:00:00,ETHUSD,1.28978,1.30999,1.22388,1.27205,0.0
2015-09-04 03:00:00,ETHUSD,1.27205,1.30252,1.23799,1.28038,0.0
2015-09-05 03:00:00,ETHUSD,1.28038,1.3423,1.27234,1.33422,0.0
2015-09-06 03:00:00,ETHUSD,1.33422,1.37157,1.29691,1.29844,0.0
2015-09-07 03:00:00,ETHUSD,1.29844,1.30231,1.24249,1.24443,0.0
2015-09-08 03:00:00,ETHUSD,1.24443,1.28008,1.23476,1.23476,0.0
2015-09-09 03:00:00,ETHUSD,1.23476,1.26048,1.20693,1.21948,0.0
2015-09-10 03:00:00,ETHUSD,1.21948,1.21955,1.13802,1.16758,0.0
2015-09-11 03:00:00,ETHUSD,1.16758,1.16993,0.945633,0.979463,0.0
2015-09-12 03:00:00,ETHUSD,0.979463,1.10676,0.973597,1.04404,0.0
2015-09-13 03:00:00,ETHUSD,1.04404,1.04404,0.917519,0.942978,0.0
2015-09-14 03:00:00,ETHUSD,0.942978,0.949387,0.87369,0.878945,0.0
2015-09-15 03:00:00,ETHUSD,0.878945,1.04551,0.878945,0.944162,0.0
2015-09-16 03:00:00,ETHUSD,0.944162,0.951263,0.904175,0.904175,0.0
2015-09-17 03:00:00,ETHUSD,0.904175,0.90695,0.838742,0.87475,0.0
2015-09-18 03:00:00,ETHUSD,0.87475,0.886781,0.837073,0.852036,0.0
2015-09-19 03:00:00,ETHUSD,0.852036,0.911883,0.834555,0.887568,0.0
2015-09-20 03:00:00,ETHUSD,0.887568,0.947741,0.875112,0.947741,0.0
2015-09-21 03:00:00,ETHUSD,0.947741,0.956595,0.882612,0.915485,0.0
2015-09-22 03:00:00,ETHUSD,0.915485,0.919047,0.869818,0.900873,0.0
2015-09-23 03:00:00,ETHUSD,0.900873,0.907817,0.886432,0.89531,0.0
2015-09-24 03:00:00,ETHUSD,0.89531,0.905979,0.815913,0.818385,0.0
2015-09-25 03:00:00,ETHUSD,0.818385,0.825665,0.729898,0.740991,0.0
2015-09-26 03:00:00,ETHUSD,0.740991,0.785929,0.716408,0.785929,0.0
2015-09-27 03:00:00,ETHUSD,0.785929,0.791277,0.721488,0.721488,0.0
2015-09-28 03:00:00,ETHUSD,0.721488,0.724006,0.586728,0.592411,0.0
2015-09-29 03:00:00,ETHUSD,0.592411,0.675553,0.570101,0.660874,0.0
2015-09-30 03:00:00,ETHUSD,0.660874,0.741767,0.636065,0.72554,0.0
2015-10-01 03:00:00,ETHUSD,0.72554,0.731493,0.656804,0.685201,0.0
2015-10-02 03:00:00,ETHUSD,0.685201,0.690814,0.655761,0.676397,0.0
2015-10-03 03:00:00,ETHUSD,0.676397,0.709204,0.675613,0.687166,0.0
2015-10-04 03:00:00,ETHUSD,0.687166,0.693126,0.663306,0.66482,0.0
2015-10-05 03:00:00,ETHUSD,0.66482,0.673942,0.626678,0.631597,0.0
2015-10-06 03:00:00,ETHUSD,0.631597,0.653944,0.61014,0.653944,0.0
2015-10-07 03:00:00,ETHUSD,0.653944,0.656301,0.605299,0.610834,0.0
2015-10-08 03:00:00,ETHUSD,0.610834,0.631612,0.593559,0.626156,0.0
2015-10-09 03:00:00,ETHUSD,0.626156,0.692296,0.621716,0.651403,0.0
2015-10-10 03:00:00,ETHUSD,0.651403,0.651403,0.626875,0.627045,0.0
2015-10-11 03:00:00,ETHUSD,0.627045,0.639506,0.619282,0.634807,0.0
2015-10-12 03:00:00,ETHUSD,0.634807,0.657789,0.62818,0.628556,0.0
2015-10-13 03:00:00,ETHUSD,0.628556,0.63024,0.599758,0.60492,0.0
2015-10-14 03:00:00,ETHUSD,0.60492,0.611842,0.490826,0.527999,0.0
2015-10-15 03:00:00,ETHUSD,0.527999,0.571756,0.518674,0.55996,0.0
2015-10-16 03:00:00,ETHUSD,0.55996,0.568768,0.52539,0.53614,0.0
2015-10-17 03:00:00,ETHUSD,0.53614,0.56346,0.527633,0.548025,0.0
2015-10-18 03:00:00,ETHUSD,0.548025,0.551866,0.514461,0.514461,0.0
2015-10-19 03:00:00,ETHUSD,0.514461,0.521546,0.484491,0.488678,0.0
2015-10-20 03:00:00,ETHUSD,0.488678,0.501898,0.434447,0.434447,0.0
2015-10-21 03:00:00,ETHUSD,0.434447,0.482988,0.424188,0.441415,0.0
2015-10-22 03:00:00,ETHUSD,0.441415,0.605191,0.423512,0.583846,0.0
2015-10-23 03:00:00,ETHUSD,0.583846,0.611743,0.514059,0.522124,0.0
2015-10-24 03:00:00,ETHUSD,0.522124,0.574343,0.520024,0.570135,0.0
2015-10-25 03:00:00,ETHUSD,0.570135,0.687019,0.563769,0.647926,0.0
2015-10-26 03:00:00,ETHUSD,0.647926,0.750088,0.599146,0.750088,0.0
2015-10-27 03:00:00,ETHUSD,0.750088,0.898172,0.731089,0.869006,0.0
2015-10-28 03:00:00,ETHUSD,0.869006,1.05579,0.820061,1.01336,0.0
2015-10-29 03:00:00,ETHUSD,1.01336,1.19563,0.956836,1.16904,0.0
2015-10-30 03:00:00,ETHUSD,1.16904,1.33994,0.999825,1.04868,0.0
2015-10-31 03:00:00,ETHUSD,1.04868,1.05048,0.908377,0.908445,0.0
2015-11-01 03:00:00,ETHUSD,0.908445,1.0709,0.904685,1.06304,0.0
2015-11-02 03:00:00,ETHUSD,1.06304,1.09529,0.960432,0.969107,0.0
2015-11-03 03:00:00,ETHUSD,0.969107,1.06816,0.957434,1.00497,0.0
2015-11-04 03:00:00,ETHUSD,1.00497,1.0336,0.766014,0.913638,0.0
2015-11-05 03:00:00,ETHUSD,0.913638,0.986589,0.86787,0.896974,0.0
2015-11-06 03:00:00,ETHUSD,0.896974,0.975849,0.862553,0.90771,0.0
2015-11-07 03:00:00,ETHUSD,0.90771,0.943787,0.870475,0.92408,0.0
2015-11-08 03:00:00,ETHUSD,0.92408,1.03268,0.92028,1.03268,0.0
2015-11-09 03:00:00,ETHUSD,1.03268,1.10642,0.956566,1.00959,0.0
2015-11-10 03:00:00,ETHUSD,1.00959,1.05075,0.927056,0.928601,0.0
2015-11-11 03:00:00,ETHUSD,0.928601,0.945278,0.75536,0.797135,0.0
2015-11-12 03:00:00,ETHUSD,0.797135,0.91237,0.769032,0.90608,0.0
2015-11-13 03:00:00,ETHUSD,0.90608,0.917185,0.856358,0.898314,0.0
2015-11-14 03:00:00,ETHUSD,0.898314,0.905285,0.883838,0.890428,0.0
2015-11-15 03:00:00,ETHUSD,0.890428,0.920991,0.885206,0.913996,0.0
2015-11-16 03:00:00,ETHUSD,0.913996,0.944732,0.892811,0.936584,0.0
2015-11-17 03:00:00,ETHUSD,0.936584,1.03295,0.910912,0.994376,0.0
2015-11-18 03:00:00,ETHUSD,0.994376,1.01093,0.94315,0.999144,0.0
2015-11-19 03:00:00,ETHUSD,0.999144,1.00675,0.944221,0.95374,0.0
2015-11-20 03:00:00,ETHUSD,0.95374,0.955532,0.901869,0.929096,0.0
2015-11-21 03:00:00,ETHUSD,0.929096,0.978743,0.921928,0.97361,0.0
2015-11-22 03:00:00,ETHUSD,0.97361,0.983001,0.962112,0.965312,0.0
2015-11-23 03:00:00,ETHUSD,0.965312,0.968857,0.936978,0.94566,0.0
2015-11-24 03:00:00,ETHUSD,0.94566,0.948055,0.909773,0.911321,0.0
2015-11-25 03:00:00,ETHUSD,0.911321,0.911321,0.857143,0.868019,0.0
2015-11-26 03:00:00,ETHUSD,0.868019,0.895461,0.822203,0.890382,0.0
2015-11-27 03:00:00,ETHUSD,0.890382,0.897396,0.866737,0.87066,0.0
2015-11-28 03:00:00,ETHUSD,0.87066,0.928517,0.866476,0.918607,0.0
2015-11-29 03:00:00,ETHUSD,0.918607,0.918607,0.864483,0.872049,0.0
2015-11-30 03:00:00,ETHUSD,0.872049,0.893696,0.852122,0.877305,0.0
2015-12-01 03:00:00,ETHUSD,0.877305,0.885132,0.856319,0.875517,0.0
2015-12-02 03:00:00,ETHUSD,0.875517,0.878017,0.825231,0.825231,0.0
