datetime,symbol,open,high,low,close,volume
2024-11-11 13:00:00,OANDA:XAUUSD,2666.89,2675.34,2659.08,2662.645,37546.0
2024-11-11 15:00:00,OANDA:XAUUSD,2662.65,2663.23,2634.38,2635.58,63228.0
2024-11-11 17:00:00,OANDA:XAUUSD,2635.61,2635.74,2613.405,2614.61,86713.0
2024-11-11 19:00:00,OANDA:XAUUSD,2614.7,2618.17,2611.46,2612.655,42639.0
2024-11-11 21:00:00,OANDA:XAUUSD,2612.61,2620.765,2610.695,2619.355,24784.0
2024-11-11 23:00:00,OANDA:XAUUSD,2619.36,2626.275,2619.3,2619.595,13272.0
2024-11-12 01:00:00,OANDA:XAUUSD,2621.07,2624.2,2620.6,2624.09,3187.0
2024-11-12 03:00:00,OANDA:XAUUSD,2624.085,2627.235,2619.28,2624.195,33104.0
2024-11-12 05:00:00,OANDA:XAUUSD,2624.175,2625.555,2618.88,2619.045,31093.0
2024-11-12 07:00:00,OANDA:XAUUSD,2619.03,2619.17,2605.44,2606.94,32796.0
2024-11-12 09:00:00,OANDA:XAUUSD,2606.945,2610.24,2595.285,2598.355,52769.0
2024-11-12 11:00:00,OANDA:XAUUSD,2598.525,2606.625,2590.895,2593.335,41366.0
2024-11-12 13:00:00,OANDA:XAUUSD,2593.32,2599.175,2589.725,2597.945,37212.0
2024-11-12 15:00:00,OANDA:XAUUSD,2597.95,2616.445,2597.95,2611.675,67928.0
2024-11-12 17:00:00,OANDA:XAUUSD,2611.71,2617.125,2597.48,2598.535,81550.0
2024-11-12 19:00:00,OANDA:XAUUSD,2598.57,2604.21,2592.53,2597.48,52787.0
2024-11-12 21:00:00,OANDA:XAUUSD,2597.565,2602.165,2596.515,2598.235,36716.0
2024-11-12 23:00:00,OANDA:XAUUSD,2598.21,2601.415,2595.205,2598.29,15856.0
2024-11-13 01:00:00,OANDA:XAUUSD,2597.96,2599.9,2597.72,2599.025,2527.0
2024-11-13 03:00:00,OANDA:XAUUSD,2599.03,2611.21,2598.1,2608.18,32602.0
2024-11-13 05:00:00,OANDA:XAUUSD,2608.205,2613.285,2605.22,2611.595,38887.0
2024-11-13 07:00:00,OANDA:XAUUSD,2611.59,2612.4,2603.63,2605.84,23882.0
2024-11-13 09:00:00,OANDA:XAUUSD,2605.825,2607.485,2604.26,2606.225,32450.0
2024-11-13 11:00:00,OANDA:XAUUSD,2606.285,2611.72,2601.095,2608.67,40278.0
2024-11-13 13:00:00,OANDA:XAUUSD,2608.665,2611.69,2605.94,2610.865,26248.0
2024-11-13 15:00:00,OANDA:XAUUSD,2610.875,2618.92,2607.23,2612.35,73243.0
2024-11-13 17:00:00,OANDA:XAUUSD,2612.355,2616.425,2593.65,2605.435,109871.0
2024-11-13 19:00:00,OANDA:XAUUSD,2605.47,2606.13,2577.68,2583.415,60143.0
2024-11-13 21:00:00,OANDA:XAUUSD,2583.4,2585.54,2579.69,2581.01,36106.0
2024-11-13 23:00:00,OANDA:XAUUSD,2581.015,2581.195,2572.7,2572.83,18400.0
2024-11-14 01:00:00,OANDA:XAUUSD,2573.84,2581.445,2569.375,2570.93,9840.0
2024-11-14 03:00:00,OANDA:XAUUSD,2570.935,2574.835,2561.605,2562.645,39422.0
2024-11-14 05:00:00,OANDA:XAUUSD,2562.635,2565.085,2558.98,2560.76,38730.0
2024-11-14 07:00:00,OANDA:XAUUSD,2560.755,2565.335,2555.36,2558.69,29148.0
2024-11-14 09:00:00,OANDA:XAUUSD,2558.695,2560.545,2550.41,2557.03,48310.0
2024-11-14 11:00:00,OANDA:XAUUSD,2557.025,2559.89,2536.855,2543.595,52483.0
2024-11-14 13:00:00,OANDA:XAUUSD,2543.605,2555.165,2539.125,2553.705,48855.0
2024-11-14 15:00:00,OANDA:XAUUSD,2553.72,2560.41,2550.155,2557.18,66147.0
2024-11-14 17:00:00,OANDA:XAUUSD,2557.175,2573.075,2554.315,2570.355,89750.0
2024-11-14 19:00:00,OANDA:XAUUSD,2570.36,2577.525,2567.56,2573.04,42580.0
2024-11-14 21:00:00,OANDA:XAUUSD,2573.075,2576.985,2567.23,2576.025,37900.0
2024-11-14 23:00:00,OANDA:XAUUSD,2575.98,2576.64,2563.995,2564.72,40765.0
2024-11-15 01:00:00,OANDA:XAUUSD,2566.485,2567.365,2565.885,2566.98,3670.0
2024-11-15 03:00:00,OANDA:XAUUSD,2566.975,2571.76,2563.155,2565.09,31565.0
2024-11-15 05:00:00,OANDA:XAUUSD,2565.04,2571.21,2565.005,2567.82,27026.0
2024-11-15 07:00:00,OANDA:XAUUSD,2567.815,2569.6,2559.81,2560.0,18764.0
2024-11-15 09:00:00,OANDA:XAUUSD,2559.975,2564.995,2554.395,2563.9,40331.0
2024-11-15 11:00:00,OANDA:XAUUSD,2563.855,2569.055,2560.93,2564.05,37213.0
2024-11-15 13:00:00,OANDA:XAUUSD,2564.03,2573.355,2563.09,2570.805,40333.0
2024-11-15 15:00:00,OANDA:XAUUSD,2570.835,2575.87,2561.23,2565.41,74176.0
2024-11-15 17:00:00,OANDA:XAUUSD,2565.395,2576.045,2564.325,2570.895,100939.0
2024-11-15 19:00:00,OANDA:XAUUSD,2570.89,2573.36,2560.175,2563.02,58187.0
2024-11-15 21:00:00,OANDA:XAUUSD,2563.06,2568.125,2559.525,2563.895,35895.0
2024-11-15 23:00:00,OANDA:XAUUSD,2563.905,2563.985,2559.81,2563.22,22189.0
2024-11-18 01:00:00,OANDA:XAUUSD,2567.13,2575.555,2567.13,2571.42,8558.0
2024-11-18 03:00:00,OANDA:XAUUSD,2571.36,2597.28,2569.92,2587.13,49750.0
2024-11-18 05:00:00,OANDA:XAUUSD,2587.07,2595.225,2586.92,2589.955,32571.0
2024-11-18 07:00:00,OANDA:XAUUSD,2589.96,2593.215,2585.085,2585.56,25280.0
2024-11-18 09:00:00,OANDA:XAUUSD,2585.51,2587.72,2580.5,2582.925,40824.0
2024-11-18 11:00:00,OANDA:XAUUSD,2582.865,2597.35,2582.11,2595.765,46914.0
2024-11-18 13:00:00,OANDA:XAUUSD,2595.835,2596.745,2589.59,2594.45,33620.0
2024-11-18 15:00:00,OANDA:XAUUSD,2594.43,2605.225,2590.42,2604.06,52400.0
2024-11-18 17:00:00,OANDA:XAUUSD,2604.055,2613.455,2602.83,2613.035,67330.0
2024-11-18 19:00:00,OANDA:XAUUSD,2613.04,2615.145,2607.38,2610.46,39179.0
2024-11-18 21:00:00,OANDA:XAUUSD,2610.47,2612.69,2607.785,2609.88,23513.0
2024-11-18 23:00:00,OANDA:XAUUSD,2609.885,2612.4,2608.315,2612.04,12991.0
2024-11-19 01:00:00,OANDA:XAUUSD,2610.755,2613.17,2610.465,2612.69,1945.0
2024-11-19 03:00:00,OANDA:XAUUSD,2612.705,2617.905,2611.145,2615.77,29506.0
2024-11-19 05:00:00,OANDA:XAUUSD,2615.735,2625.645,2615.725,2624.535,35923.0
2024-11-19 07:00:00,OANDA:XAUUSD,2624.49,2625.265,2620.96,2622.62,26586.0
2024-11-19 09:00:00,OANDA:XAUUSD,2622.64,2626.76,2617.755,2619.12,37660.0
2024-11-19 11:00:00,OANDA:XAUUSD,2619.05,2634.535,2618.73,2630.32,64389.0
2024-11-19 13:00:00,OANDA:XAUUSD,2630.3,2636.56,2629.095,2629.65,36291.0
2024-11-19 15:00:00,OANDA:XAUUSD,2629.67,2639.53,2628.83,2635.33,59354.0
2024-11-19 17:00:00,OANDA:XAUUSD,2635.245,2636.985,2621.0,2624.5,84590.0
2024-11-19 19:00:00,OANDA:XAUUSD,2624.52,2633.205,2622.38,2628.1,44585.0
2024-11-19 21:00:00,OANDA:XAUUSD,2628.095,2631.695,2626.295,2630.785,29671.0
2024-11-19 23:00:00,OANDA:XAUUSD,2630.8,2634.705,2630.505,2632.2,13978.0
2024-11-20 01:00:00,OANDA:XAUUSD,2632.535,2635.54,2632.075,2635.19,4625.0
2024-11-20 03:00:00,OANDA:XAUUSD,2635.16,2641.58,2634.74,2639.655,33325.0
2024-11-20 05:00:00,OANDA:XAUUSD,2639.64,2641.94,2637.65,2638.02,28306.0
2024-11-20 07:00:00,OANDA:XAUUSD,2638.035,2638.855,2635.015,2636.95,19411.0
2024-11-20 09:00:00,OANDA:XAUUSD,2636.855,2637.14,2621.24,2621.655,43503.0
2024-11-20 11:00:00,OANDA:XAUUSD,2621.61,2625.74,2618.89,2621.92,42873.0
2024-11-20 13:00:00,OANDA:XAUUSD,2621.925,2628.225,2620.985,2628.135,31110.0
2024-11-20 15:00:00,OANDA:XAUUSD,2628.14,2640.575,2627.1,2636.145,46026.0
2024-11-20 17:00:00,OANDA:XAUUSD,2636.15,2648.935,2634.175,2648.925,68157.0
2024-11-20 19:00:00,OANDA:XAUUSD,2649.045,2655.485,2646.17,2651.88,47016.0
2024-11-20 21:00:00,OANDA:XAUUSD,2651.89,2653.23,2645.5,2650.96,31191.0
2024-11-20 23:00:00,OANDA:XAUUSD,2650.95,2651.305,2647.28,2650.46,17008.0
2024-11-21 01:00:00,OANDA:XAUUSD,2649.925,2653.005,2648.975,2652.26,3280.0
2024-11-21 03:00:00,OANDA:XAUUSD,2652.25,2660.53,2651.82,2653.495,33606.0
2024-11-21 05:00:00,OANDA:XAUUSD,2653.485,2658.215,2650.45,2656.975,28806.0
2024-11-21 07:00:00,OANDA:XAUUSD,2656.96,2658.985,2654.68,2656.99,19531.0
2024-11-21 09:00:00,OANDA:XAUUSD,2656.985,2664.735,2656.615,2663.195,32389.0
2024-11-21 11:00:00,OANDA:XAUUSD,2663.19,2671.695,2662.08,2668.905,35059.0
2024-11-21 13:00:00,OANDA:XAUUSD,2668.91,2673.595,2665.125,2671.575,20688.0
2024-11-21 15:00:00,OANDA:XAUUSD,2671.61,2671.855,2660.51,2665.52,50901.0
2024-11-21 17:00:00,OANDA:XAUUSD,2665.54,2671.625,2661.455,2667.78,70039.0
2024-11-21 19:00:00,OANDA:XAUUSD,2667.785,2672.89,2661.355,2671.905,52340.0
2024-11-21 21:00:00,OANDA:XAUUSD,2671.92,2673.565,2667.84,2669.72,32656.0
2024-11-21 23:00:00,OANDA:XAUUSD,2669.715,2671.9,2668.11,2669.645,12924.0
2024-11-22 01:00:00,OANDA:XAUUSD,2669.5,2670.025,2668.2,2669.245,4200.0
2024-11-22 03:00:00,OANDA:XAUUSD,2669.24,2679.45,2668.9,2677.855,37368.0
2024-11-22 05:00:00,OANDA:XAUUSD,2677.85,2690.545,2677.34,2686.23,39720.0
2024-11-22 07:00:00,OANDA:XAUUSD,2686.225,2692.475,2683.085,2686.71,31206.0
2024-11-22 09:00:00,OANDA:XAUUSD,2686.715,2699.115,2685.94,2696.475,47566.0
2024-11-22 11:00:00,OANDA:XAUUSD,2696.52,2707.485,2693.58,2703.385,64302.0
2024-11-22 13:00:00,OANDA:XAUUSD,2703.395,2710.185,2697.115,2698.915,46832.0
2024-11-22 15:00:00,OANDA:XAUUSD,2698.905,2705.0,2689.375,2692.98,62068.0
2024-11-22 17:00:00,OANDA:XAUUSD,2692.945,2705.14,2684.495,2703.725,88969.0
2024-11-22 19:00:00,OANDA:XAUUSD,2703.81,2707.325,2700.885,2706.86,38309.0
2024-11-22 21:00:00,OANDA:XAUUSD,2706.875,2711.51,2706.765,2708.23,19796.0
2024-11-22 23:00:00,OANDA:XAUUSD,2708.245,2716.4,2705.115,2716.335,17859.0
2024-11-25 01:00:00,OANDA:XAUUSD,2711.165,2721.42,2710.895,2719.9,11314.0
2024-11-25 03:00:00,OANDA:XAUUSD,2719.905,2720.205,2694.96,2701.32,54712.0
2024-11-25 05:00:00,OANDA:XAUUSD,2701.325,2704.51,2658.99,2672.355,57941.0
2024-11-25 07:00:00,OANDA:XAUUSD,2672.32,2676.39,2658.21,2664.795,50733.0
2024-11-25 09:00:00,OANDA:XAUUSD,2664.81,2672.63,2661.75,2667.985,59066.0
2024-11-25 11:00:00,OANDA:XAUUSD,2667.99,2675.25,2667.245,2673.945,50162.0
2024-11-25 13:00:00,OANDA:XAUUSD,2673.94,2688.83,2668.855,2686.88,30066.0
2024-11-25 15:00:00,OANDA:XAUUSD,2686.96,2687.985,2676.755,2678.33,55616.0
2024-11-25 17:00:00,OANDA:XAUUSD,2678.385,2678.77,2626.31,2628.41,100648.0
2024-11-25 19:00:00,OANDA:XAUUSD,2628.42,2639.495,2624.44,2627.925,42723.0
2024-11-25 21:00:00,OANDA:XAUUSD,2627.94,2628.58,2615.67,2625.855,30555.0
2024-11-25 23:00:00,OANDA:XAUUSD,2625.845,2628.83,2622.71,2625.62,14297.0
2024-11-26 01:00:00,OANDA:XAUUSD,2627.485,2628.66,2605.31,2610.615,11835.0
2024-11-26 03:00:00,OANDA:XAUUSD,2610.64,2632.225,2608.75,2628.25,51883.0
2024-11-26 05:00:00,OANDA:XAUUSD,2628.255,2631.135,2623.04,2630.535,39985.0
2024-11-26 07:00:00,OANDA:XAUUSD,2630.47,2631.565,2617.905,2624.455,28239.0
2024-11-26 09:00:00,OANDA:XAUUSD,2624.44,2626.13,2610.86,2614.055,44575.0
2024-11-26 11:00:00,OANDA:XAUUSD,2614.11,2627.245,2612.505,2626.065,46640.0
2024-11-26 13:00:00,OANDA:XAUUSD,2626.08,2633.315,2625.19,2633.295,28441.0
2024-11-26 15:00:00,OANDA:XAUUSD,2633.305,2642.02,2624.055,2629.94,54287.0
2024-11-26 17:00:00,OANDA:XAUUSD,2629.95,2633.94,2616.775,2629.555,71889.0
2024-11-26 19:00:00,OANDA:XAUUSD,2629.6,2631.56,2625.005,2625.005,30010.0
2024-11-26 21:00:00,OANDA:XAUUSD,2624.99,2629.085,2619.655,2628.145,26989.0
2024-11-26 23:00:00,OANDA:XAUUSD,2628.08,2633.6,2627.585,2632.955,13439.0
2024-11-27 01:00:00,OANDA:XAUUSD,2631.21,2634.21,2631.045,2632.35,3412.0
2024-11-27 03:00:00,OANDA:XAUUSD,2632.355,2633.175,2627.125,2631.44,26745.0
2024-11-27 05:00:00,OANDA:XAUUSD,2631.4,2640.58,2631.185,2637.87,26964.0
2024-11-27 07:00:00,OANDA:XAUUSD,2637.855,2645.81,2636.75,2642.09,22959.0
2024-11-27 09:00:00,OANDA:XAUUSD,2642.15,2648.53,2639.075,2646.68,30002.0
2024-11-27 11:00:00,OANDA:XAUUSD,2646.57,2653.975,2645.29,2648.485,34738.0
2024-11-27 13:00:00,OANDA:XAUUSD,2648.47,2652.39,2643.075,2651.17,28069.0
2024-11-27 15:00:00,OANDA:XAUUSD,2651.18,2658.275,2645.88,2656.355,46475.0
2024-11-27 17:00:00,OANDA:XAUUSD,2656.345,2656.935,2635.55,2642.775,68445.0
2024-11-27 19:00:00,OANDA:XAUUSD,2642.76,2644.39,2635.345,2637.325,35343.0
2024-11-27 21:00:00,OANDA:XAUUSD,2637.31,2640.84,2633.78,2634.845,13248.0
2024-11-27 23:00:00,OANDA:XAUUSD,2634.83,2639.085,2634.295,2636.09,9815.0
2024-11-28 01:00:00,OANDA:XAUUSD,2637.98,2637.98,2636.31,2637.14,2526.0
2024-11-28 03:00:00,OANDA:XAUUSD,2637.18,2638.53,2620.99,2628.89,42224.0
2024-11-28 05:00:00,OANDA:XAUUSD,2628.905,2632.205,2625.695,2630.33,29876.0
2024-11-28 07:00:00,OANDA:XAUUSD,2630.345,2634.11,2629.425,2633.485,20460.0
2024-11-28 09:00:00,OANDA:XAUUSD,2633.515,2639.72,2631.92,2637.355,28697.0
2024-11-28 11:00:00,OANDA:XAUUSD,2637.39,2648.03,2635.8,2646.245,28959.0
2024-11-28 13:00:00,OANDA:XAUUSD,2646.22,2649.735,2644.9,2646.945,16582.0
2024-11-28 15:00:00,OANDA:XAUUSD,2646.965,2647.855,2642.85,2647.09,31263.0
2024-11-28 17:00:00,OANDA:XAUUSD,2647.11,2647.985,2636.36,2638.245,29205.0
2024-11-28 19:00:00,OANDA:XAUUSD,2638.24,2642.45,2637.63,2641.02,10960.0
2024-11-28 21:00:00,OANDA:XAUUSD,2640.99,2641.48,2637.44,2637.6,4345.0
2024-11-29 02:00:00,OANDA:XAUUSD,2639.285,2639.295,2635.715,2636.11,10478.0
2024-11-29 04:00:00,OANDA:XAUUSD,2636.105,2662.785,2634.09,2657.525,53441.0
