datetime,symbol,open,high,low,close,volume
2018-03-05 21:30:00,GOOGL,54.795,55.0585,54.5245,54.74,231240.0
2018-03-06 17:30:00,GOOGL,55.0465,55.1525,54.7445,55.146,349620.0
2018-03-06 21:30:00,GOOGL,55.1745,55.255,54.935,55.022,265320.0
2018-03-07 17:30:00,GOOGL,54.5635,55.1995,54.5635,55.0515,326580.0
2018-03-07 21:30:00,GOOGL,55.1065,55.81,55.0885,55.7535,410560.0
2018-03-08 17:30:00,GOOGL,55.915,56.3465,55.8885,55.898,657080.0
2018-03-08 21:30:00,GOOGL,55.8775,56.572,55.874,56.4675,680280.0
2018-03-09 17:30:00,GOOGL,56.9195,57.5505,56.755,57.535,1203200.0
2018-03-09 21:30:00,GOOGL,57.515,58.05,57.4005,58.05,583920.0
2018-03-12 16:30:00,GOOGL,58.243,58.8495,57.96,58.817,1248180.0
2018-03-12 20:30:00,GOOGL,58.8275,58.899,58.3015,58.3015,393080.0
2018-03-13 16:30:00,GOOGL,58.5505,58.8875,57.1915,57.5505,1233340.0
2018-03-13 20:30:00,GOOGL,57.589,57.5905,56.7395,57.021,442260.0
2018-03-14 16:30:00,GOOGL,57.29,57.774,57.15,57.7085,813440.0
2018-03-14 20:30:00,GOOGL,57.66175,57.974,57.3575,57.4575,596760.0
2018-03-15 16:30:00,GOOGL,57.4945,58.119,56.795,57.4645,893020.0
2018-03-15 20:30:00,GOOGL,57.5185,57.6525,57.3055,57.5415,387200.0
2018-03-16 16:30:00,GOOGL,57.6055,57.745,56.68,56.702,828780.0
2018-03-16 20:30:00,GOOGL,56.713,56.818,56.572,56.714,719840.0
2018-03-19 16:30:00,GOOGL,55.8655,55.8655,54.4475,54.667,1586260.0
2018-03-19 20:30:00,GOOGL,54.7445,55.0195,54.5495,55.0085,621280.0
2018-03-20 16:30:00,GOOGL,54.95,55.259,54.138,54.586,1586520.0
2018-03-20 20:30:00,GOOGL,54.5535,54.95,54.464,54.8105,525760.0
2018-03-21 16:30:00,GOOGL,54.59,55.3075,54.394,55.181,692060.0
2018-03-21 20:30:00,GOOGL,55.1635,55.4245,54.404,54.7175,834580.0
2018-03-22 16:30:00,GOOGL,54.077,54.195,52.797,53.4645,1788600.0
2018-03-22 20:30:00,GOOGL,53.5,53.653,52.5,52.61,797820.0
2018-03-23 16:30:00,GOOGL,52.613,53.3345,52.236,52.6695,1189860.0
2018-03-23 20:30:00,GOOGL,52.713,52.8095,51.2535,51.38675,769520.0
2018-03-26 16:30:00,GOOGL,52.5655,52.937,50.5495,51.288,1298260.0
2018-03-26 20:30:00,GOOGL,51.3375,52.78,51.1395,52.681,509320.0
2018-03-27 16:30:00,GOOGL,53.227,53.227,51.8345,51.9845,850700.0
2018-03-27 20:30:00,GOOGL,51.95925,51.983,49.8895,50.354,1029880.0
2018-03-28 16:30:00,GOOGL,50.0955,51.2345,49.21,50.6,2441660.0
2018-03-28 20:30:00,GOOGL,50.63,51.087,50.14525,50.234,774080.0
2018-03-29 16:30:00,GOOGL,50.5035,52.099,50.21,51.7765,1530280.0
2018-03-29 20:30:00,GOOGL,51.926,52.4025,51.8115,51.8575,1083100.0
2018-04-02 16:30:00,GOOGL,51.291,51.9765,49.9735,50.135,1250820.0
2018-04-02 20:30:00,GOOGL,50.2155,50.7475,49.7485,50.625,828600.0
2018-04-03 16:30:00,GOOGL,50.944,51.2125,49.906,50.595,747060.0
2018-04-03 20:30:00,GOOGL,50.5775,51.0035,50.0455,50.8995,397240.0
2018-04-04 16:30:00,GOOGL,49.9,50.825,49.855,50.141,1103000.0
2018-04-04 20:30:00,GOOGL,50.274,51.6215,50.115,51.515,446460.0
2018-04-05 16:30:00,GOOGL,52.2355,52.2895,51.3605,51.3605,987060.0
2018-04-05 20:30:00,GOOGL,51.6245,51.8975,51.22725,51.638,339880.0
2018-04-06 16:30:00,GOOGL,51.1675,51.7785,51.116,51.2505,472220.0
2018-04-06 20:30:00,GOOGL,51.2795,51.2795,50.3235,50.4775,653460.0
2018-04-09 16:30:00,GOOGL,51.0365,52.229,50.9855,52.0465,725680.0
2018-04-09 20:30:00,GOOGL,52.108,52.115,50.9815,50.9945,420900.0
2018-04-10 16:30:00,GOOGL,51.527,51.55,50.774,51.2215,856720.0
2018-04-10 20:30:00,GOOGL,51.3535,52.0605,51.309,51.829,460180.0
