datetime,symbol,open,high,low,close,volume
2024-11-13 01:00:00,USDJPY,154.591,154.66400000000002,154.50300000000001,154.654,5503.0
2024-11-13 03:00:00,USDJPY,154.654,154.936,154.589,154.602,35356.0
2024-11-13 05:00:00,USDJPY,154.602,154.895,154.534,154.799,24765.0
2024-11-13 07:00:00,USDJPY,154.799,154.93200000000002,154.747,154.91,25083.0
2024-11-13 09:00:00,USDJPY,154.91,155.15200000000002,154.89000000000001,155.109,31969.0
2024-11-13 11:00:00,USDJPY,155.109,155.235,154.78900000000002,154.891,34226.0
2024-11-13 13:00:00,USDJPY,154.891,155.029,154.797,154.815,22341.0
2024-11-13 15:00:00,USDJPY,154.815,155.064,154.407,154.507,63124.0
2024-11-13 17:00:00,USDJPY,154.507,155.135,154.335,154.983,77843.0
2024-11-13 19:00:00,USDJPY,154.983,155.428,154.977,155.407,42878.0
2024-11-13 21:00:00,USDJPY,155.407,155.621,155.40200000000002,155.541,25728.0
2024-11-13 23:00:00,USDJPY,155.541,155.595,155.425,155.46,21083.0
2024-11-14 01:00:00,USDJPY,155.46,155.473,155.336,155.412,8527.0
2024-11-14 03:00:00,USDJPY,155.412,155.92000000000002,155.401,155.865,33327.0
2024-11-14 05:00:00,USDJPY,155.865,156.05700000000002,155.80700000000002,155.94,23339.0
2024-11-14 07:00:00,USDJPY,155.94,156.132,155.937,156.01500000000001,21798.0
2024-11-14 09:00:00,USDJPY,156.01500000000001,156.037,155.698,155.834,27456.0
2024-11-14 11:00:00,USDJPY,155.834,156.144,155.735,156.10500000000002,29390.0
2024-11-14 13:00:00,USDJPY,156.10500000000002,156.239,155.892,155.918,27227.0
2024-11-14 15:00:00,USDJPY,155.918,156.191,155.77100000000002,156.016,45032.0
2024-11-14 17:00:00,USDJPY,156.016,156.072,155.514,155.949,55902.0
2024-11-14 19:00:00,USDJPY,155.949,156.038,155.669,155.741,28944.0
2024-11-14 21:00:00,USDJPY,155.741,155.997,155.693,155.918,19492.0
2024-11-14 23:00:00,USDJPY,155.918,156.417,155.893,156.247,54071.0
2024-11-15 01:00:00,USDJPY,156.247,156.537,156.191,156.477,8473.0
2024-11-15 03:00:00,USDJPY,156.477,156.744,156.32500000000002,156.54500000000002,39782.0
2024-11-15 05:00:00,USDJPY,156.54500000000002,156.55,156.27,156.499,25398.0
2024-11-15 07:00:00,USDJPY,156.499,156.54500000000002,156.299,156.45000000000002,22404.0
2024-11-15 09:00:00,USDJPY,156.45000000000002,156.501,155.755,155.775,34626.0
2024-11-15 11:00:00,USDJPY,155.775,155.776,155.26,155.362,43332.0
2024-11-15 13:00:00,USDJPY,155.362,155.506,155.214,155.49,29545.0
2024-11-15 15:00:00,USDJPY,155.49,155.71800000000002,155.157,155.327,59058.0
